genres,year,playtime_forever
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",2015,502839
"['Action', 'Casual', 'Indie']",2015,760
"['RPG', 'Strategy']",2015,103
"['Action', 'Adventure', 'Indie']",2015,5205
"['Adventure', 'Casual']",2015,2197
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2015,4336
"['Action', 'Indie', 'Simulation', 'Strategy']",2015,65
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015,5304
"['Adventure', 'Indie']",2015,7774
"['Action', 'Adventure', 'Indie']",2015,145
"['Casual', 'Indie', 'Strategy']",2015,993
"['Action', 'Indie']",2015,2772
"['Action', 'Adventure']",1993,5846
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2015,3075685
"['Action', 'Adventure', 'Indie']",2015,3347
['RPG'],2015,20622
"['Adventure', 'Indie', 'RPG']",2015,2170
"['Action', 'Casual', 'Indie', 'Early Access']",2015,34
"['Action', 'Adventure', 'Sports']",2015,498
"['Indie', 'RPG']",2015,7923
['Utilities'],2015,56
"['Indie', 'Early Access']",2015,4
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015,709
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2015,312
['Indie'],2015,4719
"['Action', 'Adventure', 'Indie']",2015,571
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015,35499
"['Action', 'Adventure', 'Indie']",2015,8
"['Action', 'Casual', 'Indie']",2015,1842
"['Casual', 'Indie', 'RPG']",2015,2517
"['Action', 'Adventure', 'Indie']",2015,38
"['Action', 'Adventure', 'Casual', 'Indie']",2015,1021
"['Action', 'Adventure', 'Indie']",2015,2521
"['Indie', 'Simulation']",2015,23001
['Casual'],2015,2959
"['Casual', 'Indie', 'Strategy']",2015,6424
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016,1403
['Simulation'],2016,13789
"['Adventure', 'Casual', 'Indie']",2016,6073
"['Adventure', 'Casual', 'Indie']",2016,2876
"['Action', 'Adventure', 'Indie', 'RPG']",2016,11081
['Action'],2016,4754
"['Action', 'Adventure', 'Indie']",2016,1834
"['Action', 'Adventure', 'Indie']",2016,185
"['Action', 'Indie', 'Simulation', 'Early Access']",2016,21427
"['Indie', 'RPG', 'Strategy']",2016,204875
"['Casual', 'Indie']",2016,3435
"['Adventure', 'Indie']",2016,12997
"['Adventure', 'Indie']",2016,3267
"['Indie', 'Strategy']",2016,296
"['Indie', 'Strategy']",2013,18311
"['Casual', 'Indie', 'Simulation', 'Strategy']",2016,7926
"['Action', 'Casual', 'Indie']",2016,2066
"['Indie', 'RPG', 'Strategy']",2016,29896
"['Adventure', 'Indie']",2016,3691
"['Action', 'Adventure']",2016,3807
"['Adventure', 'Casual']",2016,230
"['Adventure', 'Indie', 'RPG']",2016,3556
"['Casual', 'Racing']",2016,3
"['Action', 'Indie', 'RPG', 'Strategy']",2016,12
"['Action', 'Indie']",2016,2764
"['Casual', 'Indie']",2016,4268
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,34
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",2016,16058
"['Simulation', 'Sports']",2016,7775
"['Casual', 'Indie', 'Strategy']",2016,3099
"['Action', 'Free to Play', 'Indie']",2016,3415
"['Action', 'Casual', 'Indie']",2016,779
['Indie'],2016,1550
"['Casual', 'Strategy']",2016,75
"['Action', 'Casual', 'Indie', 'Strategy']",2016,1556
"['Action', 'Indie']",2016,2
"['Action', 'Indie']",2016,12030
"['Adventure', 'Indie']",2016,25628
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,141
"['Action', 'Adventure', 'Casual', 'Indie']",2016,9247
"['Casual', 'Indie']",2016,6473
"['Action', 'Adventure', 'RPG']",2016,1423488
"['Indie', 'Simulation', 'Strategy']",2016,7352
"['Action', 'Adventure', 'Indie']",2016,295
['Indie'],2016,877
['Adventure'],2016,12951
['Free to Play'],2016,39
"['Adventure', 'Indie']",2016,6164
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,2799
"['Adventure', 'Indie', 'RPG']",2016,359
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015,2017
"['Casual', 'Free to Play', 'Indie']",2014,255
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2016,459628
"['Action', 'Adventure', 'Casual', 'Indie']",2016,3457
['Strategy'],2016,78223
"['Action', 'Casual', 'Free to Play', 'Indie']",1999,626989
"['Action', 'Indie']",2016,1035
"['Casual', 'Indie', 'RPG', 'Simulation']",2016,6854
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,11235
"['Indie', 'Racing', 'Simulation', 'Sports']",2016,45
"['Adventure', 'Casual', 'Strategy']",2015,391
"['Casual', 'Free to Play', 'Massively Multiplayer', 'Sports', 'Strategy']",2016,1293
"['Casual', 'Indie', 'RPG', 'Simulation']",2016,198
"['Action', 'Indie', 'Simulation', 'Strategy']",2016,8304
"['Adventure', 'Indie']",2016,178137
"['Action', 'Adventure']",2016,137498
"['Action', 'Indie']",2016,9
"['Action', 'Adventure', 'Indie', 'Simulation']",2016,113
['Education'],2010,9
"['Adventure', 'Indie', 'Racing']",2016,486
"['Action', 'Indie', 'Early Access']",2016,652
"['Action', 'Adventure', 'Casual']",2016,105712
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,18217
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016,38166
"['Action', 'Casual']",2016,17713
['RPG'],2016,724
"['Action', 'Indie', 'Early Access']",2016,1036
['RPG'],2016,25033
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,27
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2016,1029
"['Action', 'Casual', 'Indie']",2016,907
"['RPG', 'Strategy']",2016,37
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,3386
"['Action', 'Indie', 'Strategy']",2016,7073
"['Adventure', 'Indie']",2016,1428
"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2016,644
"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",2016,3129
"['Adventure', 'Indie']",2016,2360
['Action'],2004,3922
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",2016,18025
"['Action', 'Adventure']",2016,2919
"['Adventure', 'Indie']",2016,31
"['Action', 'Indie']",2016,9367
"['Adventure', 'Casual']",2016,100
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,12697
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,2139
"['Adventure', 'Casual', 'Indie']",2016,304
"['Action', 'Indie', 'Early Access']",2016,1946
"['Adventure', 'Indie', 'Strategy']",2016,1097
"['Action', 'Indie', 'RPG']",2016,257
['Strategy'],2016,1042
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,25
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",2016,5108
"['Action', 'Indie']",2016,274
"['Action', 'Indie']",2016,1362
"['Casual', 'Simulation']",2016,10536
"['Adventure', 'Casual', 'Indie']",2016,1159
"['Action', 'Casual', 'Indie', 'Strategy']",2016,2349
"['Adventure', 'Casual']",2016,4202
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Video Production']",2016,641
"['Action', 'Indie']",2016,10509
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,2088
"['Action', 'Adventure', 'Free to Play', 'Indie']",2016,3291
"['Adventure', 'Casual', 'Indie']",2016,2884
"['Adventure', 'Indie']",2016,32874
['Action'],2016,697431
"['Action', 'Indie']",2016,482
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2016,229
"['Casual', 'Indie']",2016,1884
"['Action', 'Indie', 'Racing']",2016,577
"['Casual', 'Indie', 'Strategy']",2016,840
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2016,1296
"['Action', 'Racing']",2016,5648
"['Adventure', 'Indie', 'RPG']",2016,18070
"['Casual', 'Indie']",2016,5684
"['Adventure', 'Indie']",2016,292
['Casual'],2016,236
"['Adventure', 'Indie', 'Simulation']",2016,8070
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2016,40771
"['Action', 'Indie']",2016,301
"['Casual', 'Indie']",2016,27
"['Action', 'Adventure', 'Massively Multiplayer', 'Early Access']",2016,2066304
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,22175
['RPG'],2016,2144
['Action'],2016,4519
"['Adventure', 'Casual']",2016,1216
"['Casual', 'Indie', 'Simulation']",2016,1225
"['Indie', 'Simulation', 'Strategy']",2016,179
"['Casual', 'Indie', 'Simulation', 'Strategy']",2016,1376901
"['Action', 'Indie', 'RPG']",2016,7342
['Adventure'],2016,203365
"['Action', 'Casual', 'Indie']",2016,24
"['Animation &amp; Modeling', 'Design &amp; Illustration']",2016,28166
"['Indie', 'Racing', 'Simulation', 'Sports']",2016,3538
"['Casual', 'Indie', 'Strategy', 'Early Access']",2016,3011
"['Action', 'Indie']",2016,10
['Indie'],2016,983
"['Action', 'Indie', 'RPG']",2016,3237
"['Action', 'Casual', 'Indie']",2016,423
['Strategy'],2016,1624
"['Casual', 'Indie', 'Racing']",2016,18586
"['Adventure', 'Casual', 'Indie']",2016,857
['Adventure'],2016,15
"['Action', 'Casual', 'Indie', 'Simulation']",2016,164
['Simulation'],2016,415
"['Action', 'Adventure', 'Indie']",2016,19920
['Strategy'],2016,7923
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,12148
"['Action', 'Adventure']",2016,910
"['Animation &amp; Modeling', 'Video Production']",2016,55
"['Action', 'Indie', 'Simulation', 'Strategy']",2016,17559
['Massively Multiplayer'],2016,7903
"['Indie', 'Racing']",2016,2454
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2016,852
['RPG'],2016,112604
['RPG'],2016,3695
"['Casual', 'Indie']",2016,85
"['Simulation', 'Strategy']",2016,9289
"['Action', 'Casual', 'Indie']",2016,4528
"['Action', 'Indie']",2016,452
"['Action', 'Adventure', 'Indie', 'Simulation']",2016,3704
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,221321
"['Action', 'Adventure', 'Casual', 'Indie']",2016,1209
"['Action', 'Adventure', 'Casual', 'Indie']",2016,7
"['Indie', 'RPG', 'Strategy', 'Early Access']",2016,2413
"['Casual', 'Indie', 'Simulation']",2016,9142
"['Adventure', 'Indie', 'RPG', 'Strategy']",2016,3481
"['Indie', 'Simulation', 'Strategy']",2016,4456
['Action'],2016,5677
"['Action', 'Indie']",2016,332011
"['Casual', 'Indie', 'Strategy']",2016,506
"['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",2016,4973
['Casual'],2016,2062
"['Adventure', 'Indie', 'RPG']",2016,1289
"['Action', 'Adventure', 'Indie']",2016,1690
"['Action', 'Adventure', 'Indie']",2016,569
"['Adventure', 'Indie']",2016,2182
"['Action', 'Adventure', 'Indie', 'Racing']",2016,1689
"['Action', 'Indie']",2016,86
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,1396
"['Action', 'Indie']",2016,584
"['Action', 'Indie']",2016,23019
['Simulation'],2016,75
['Simulation'],2016,966
"['Indie', 'RPG', 'Strategy']",2015,14198
"['Free to Play', 'Indie', 'RPG', 'Simulation']",2016,11856
"['Action', 'Casual', 'Indie']",2016,117
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,703
"['Adventure', 'Casual', 'Indie']",2016,48
"['Action', 'Adventure', 'RPG']",2016,4392580
"['Free to Play', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,152
['Strategy'],2016,3069
['RPG'],2016,7767
"['Action', 'Adventure', 'Indie']",2016,4168
"['Indie', 'Racing']",2016,1196
"['Action', 'Adventure', 'Indie']",2015,2565
"['Action', 'Simulation', 'Sports']",2016,563
"['Adventure', 'Indie']",2016,2466
"['Casual', 'Indie']",2015,1081
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2016,15542
"['Action', 'Adventure']",2016,28
['Action'],2016,416215
"['Action', 'Casual', 'Indie']",2016,551
"['Adventure', 'Indie']",2016,1630
"['Action', 'Indie', 'Simulation']",2016,1313
"['Casual', 'Indie']",2016,1178
"['Action', 'Adventure', 'Indie']",2016,317
"['Indie', 'RPG', 'Strategy']",2016,137199
"['Action', 'Indie', 'Strategy', 'Early Access']",2016,4282
"['Action', 'Casual', 'Indie', 'Simulation']",2016,3371
"['Casual', 'Indie', 'RPG', 'Strategy']",2016,4120
"['Casual', 'Indie', 'Simulation']",2016,2080
['Casual'],2016,2590
"['Indie', 'Simulation']",2016,3
['Adventure'],2016,89
"['Action', 'Casual', 'Indie', 'Strategy']",2016,21
"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",2016,23454
"['Adventure', 'Indie', 'RPG']",2016,16159
"['Free to Play', 'RPG']",2016,4093
"['Casual', 'Indie']",2016,240
"['Action', 'Casual', 'Indie']",2016,129075
"['Free to Play', 'Indie', 'Strategy']",2016,1412
"['Adventure', 'Indie', 'RPG']",2016,89
"['Adventure', 'Indie']",2016,46
"['Action', 'Indie']",2016,11958
"['Action', 'Adventure', 'Indie']",2016,620
"['Action', 'Indie', 'RPG']",2016,300
['Animation &amp; Modeling'],2016,3125
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,4707
"['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Strategy']",2016,377
['Design &amp; Illustration'],2016,14
"['Adventure', 'Casual', 'Indie']",2016,3970
"['Adventure', 'Casual', 'Indie']",2016,795
"['Action', 'Casual', 'Indie']",2016,198
"['Indie', 'Simulation', 'Strategy']",2016,367
"['Free to Play', 'Indie', 'Simulation', 'Early Access']",2016,22006
['Casual'],2016,6712
"['Indie', 'Strategy']",2016,5583
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2016,312
['Indie'],2016,51
"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,1858171
"['Adventure', 'Indie', 'RPG']",2016,1623
"['Adventure', 'Indie', 'RPG']",2013,1912
"['Action', 'Adventure', 'Indie']",2016,8
"['Adventure', 'Indie', 'Simulation', 'Early Access']",2016,8
"['Action', 'Racing']",2014,1183
"['Action', 'Adventure', 'Indie', 'RPG']",2016,186148
['Action'],2016,1894
['Action'],2016,1
"['Action', 'Indie', 'Racing']",2016,2924
"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",2016,6977
"['Casual', 'Indie']",2016,1111
"['Casual', 'RPG', 'Simulation']",2016,4870
"['Indie', 'Strategy']",2016,293
"['Adventure', 'Indie']",2015,6558
"['Action', 'Casual', 'Indie']",2016,37295
"['Strategy', 'Early Access']",2016,45
"['Action', 'Indie', 'RPG']",2016,1403
"['Action', 'Adventure', 'Indie']",2016,1736
"['Action', 'Indie']",2016,263
"['Action', 'Adventure']",2015,4
"['Casual', 'Free to Play', 'Indie']",2016,7637
"['Indie', 'Simulation', 'Strategy']",2016,577
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2016,90
"['Action', 'Adventure', 'Indie', 'RPG']",2016,2065
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2016,2761
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",2016,21280
"['Indie', 'Simulation', 'Strategy']",2016,7933
"['Action', 'Casual', 'Indie', 'Strategy']",2016,5669
"['Simulation', 'Strategy']",2016,15847
"['Indie', 'Early Access']",2016,84
"['Action', 'Free to Play', 'Indie']",2016,635
"['Action', 'Adventure', 'Indie', 'Early Access']",2016,981
"['Casual', 'Free to Play', 'Simulation']",2016,21129
"['Action', 'Casual', 'Indie', 'Racing']",2016,2735
"['Action', 'Adventure', 'RPG']",2016,8059
"['Action', 'Adventure', 'Indie', 'Early Access']",2016,130
['Action'],2016,1663
"['Action', 'Adventure', 'Indie', 'RPG']",2016,9837
"['Casual', 'Free to Play', 'Indie']",2016,853
['Action'],2016,465
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",2016,522
['Adventure'],2016,7527
"['Action', 'Adventure', 'Indie', 'Racing', 'Early Access']",2016,163
"['Action', 'Adventure', 'Indie']",2016,10817
['Casual'],2016,337
"['Indie', 'Strategy']",2015,5667
['Action'],2016,60
"['Indie', 'Simulation']",2016,411
['Action'],2016,14
['Action'],2016,203
['Action'],2016,11160
['Casual'],2016,5087
"['Casual', 'Indie', 'Strategy']",2017,10917
"['Action', 'Adventure', 'Indie']",2016,7392
"['Adventure', 'Indie', 'Simulation', 'Early Access']",2016,32662
"['Indie', 'RPG', 'Strategy']",2016,560
"['Adventure', 'Indie', 'RPG']",2016,56
"['Casual', 'Indie']",2016,599
"['Adventure', 'Indie', 'RPG']",2016,183
"['Indie', 'Simulation', 'Strategy']",2016,47136
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2016,6760
['Casual'],2016,6096
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,602
"['Indie', 'Strategy']",2016,6700
['Strategy'],2016,262
"['Action', 'Strategy']",2016,25
"['Action', 'Adventure', 'Indie']",2016,910
"['Action', 'Casual', 'Indie']",2016,340
"['Casual', 'Free to Play', 'Simulation']",2016,8817
"['Casual', 'Indie']",2016,3262
"['Action', 'Indie']",2016,14
"['Adventure', 'Indie', 'RPG']",2016,13876
"['Adventure', 'Casual', 'Indie']",2016,10090
"['Casual', 'Free to Play', 'Indie', 'Strategy']",2016,200
"['Action', 'Indie']",2016,3324
"['Action', 'Adventure', 'Indie']",2016,3
"['Adventure', 'Casual', 'Indie']",2016,63533
"['RPG', 'Strategy']",2016,25692
['Free to Play'],2016,2472
"['Action', 'Adventure', 'Indie', 'RPG']",2016,434
"['Adventure', 'Indie']",2016,461
['Action'],2016,48436
"['Casual', 'Indie', 'Simulation', 'Strategy']",2008,1271
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",2016,1950
"['Action', 'Indie', 'Strategy']",2016,3830
"['Action', 'Casual']",2016,250
"['Action', 'Adventure', 'Casual']",2016,834
"['Adventure', 'Indie']",2016,1037
"['Action', 'Casual', 'Indie', 'Simulation']",2016,11654
['Sports'],2016,209
"['Casual', 'Indie', 'Strategy']",2016,6729
"['Action', 'Massively Multiplayer']",2016,881
"['Indie', 'Simulation', 'Strategy']",2016,163112
"['Indie', 'Strategy', 'Early Access']",2016,630
"['Indie', 'Simulation', 'Strategy']",2016,356
"['Action', 'Adventure', 'Indie', 'RPG']",2016,241
"['Action', 'Adventure', 'Indie']",2016,1855
"['Action', 'Casual']",2016,145
"['Casual', 'Indie']",2016,2489
"['Action', 'Casual', 'Indie']",2016,397
['Adventure'],2016,13555
"['Adventure', 'Casual', 'Indie']",2016,1089
"['Casual', 'RPG']",2011,11035
"['Adventure', 'Indie', 'RPG', 'Simulation']",2016,2391
"['Action', 'Casual', 'Indie']",2016,1459
"['Action', 'Indie', 'RPG', 'Early Access']",2016,1642
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,2918
"['Action', 'Indie']",2016,1930
"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Early Access']",2016,5834
"['Adventure', 'Indie']",2016,3061
"['Indie', 'Simulation', 'Sports', 'Strategy']",2016,9140
"['Action', 'Indie']",2016,3
['Action'],2016,734080
['Action'],2016,2808
"['Indie', 'Simulation', 'Early Access']",2016,26842
"['Action', 'Indie']",2016,305
"['Action', 'Adventure', 'Indie', 'Strategy']",2016,1854
"['Casual', 'Indie']",2016,2103
"['Action', 'Casual', 'Indie']",2016,163
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",2016,70279
"['Casual', 'Free to Play', 'RPG']",2016,1911
"['Simulation', 'Strategy']",2016,2434
"['Action', 'Casual', 'Indie']",2016,487
"['Action', 'Adventure', 'Indie']",2016,9154
"['Adventure', 'Indie']",2016,3
"['Action', 'Casual', 'Indie']",2016,9230
"['Action', 'Indie', 'Racing', 'Early Access']",2016,178
"['Adventure', 'Indie', 'RPG']",2016,1430
"['Indie', 'RPG']",2016,1815
"['Adventure', 'Casual', 'Indie']",2016,413
"['Casual', 'Indie', 'Racing']",2016,16132
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2016,4841
"['Adventure', 'Indie']",2016,28
"['Action', 'Indie']",2016,24
['RPG'],2016,471828
"['Action', 'Indie']",2016,3042
"['Adventure', 'Casual']",2016,1855
"['Action', 'Indie']",2016,12382
"['Action', 'Adventure', 'Casual', 'Indie']",2016,1
"['Action', 'Adventure', 'Indie', 'RPG']",2016,2116
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,5
['Adventure'],2016,7285
"['Action', 'Adventure', 'Indie', 'RPG']",2016,15917
"['Casual', 'Indie', 'Strategy']",2014,11783
"['Action', 'Adventure', 'Casual', 'Indie']",2016,641
"['Action', 'Casual', 'Indie']",2016,3326
"['Casual', 'Indie']",2016,108
"['Action', 'Adventure']",2016,97427
"['Action', 'Indie', 'RPG']",2016,98913
"['Indie', 'RPG', 'Strategy']",2016,3995
"['Action', 'Casual', 'Indie', 'Strategy']",2016,7629
['Action'],2016,13
"['Casual', 'Indie', 'Simulation', 'Strategy']",2009,1114
"['Indie', 'Strategy']",2016,17369
"['Adventure', 'Strategy']",2016,721
"['Action', 'Indie']",2016,752
"['Casual', 'Free to Play', 'Strategy']",2016,430
"['Action', 'Adventure', 'Indie']",2016,6
"['Action', 'Adventure', 'Indie', 'Racing', 'Sports', 'Strategy']",2016,753
"['Adventure', 'Casual', 'Indie', 'RPG']",2016,812
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,2121
"['Action', 'Indie']",2016,8
"['Action', 'Indie']",2016,1632
"['Action', 'Casual', 'Indie']",2016,2
"['Casual', 'Indie']",2016,67
